ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
9132	208	blow	puhaᴅa, puh̆hūa	puhaᴅa			80-a
9133	208	blow	puhaᴅa, puh̆hūa	puh̆hūa			80-a
9134	209	blow	puhuma	puhuma			80-a
9135	210	blow	puhuda	puhuda			80-a
9136	211	blow	puhkma	puhkma			80-a
9137	212	blow	pūʾgə	pūʾgə			80-a
9138	0	blow	*puwV-	*puwV-			80-b
9139	301	blow	puvams	puvams			80-b
9140	401	blow	puem, pualem	puem		Latter deriv.	80-b
9141	401	blow	puem, pualem	pualem		Latter deriv.	80-b
9142	601	blow	fúj	fúj			80-b
9143	701	blow	puwi	puwi			80-b
9144	807	blow	pŏɣ- ~ pŏχ-	pŏɣ- ~ pŏχ-			80-b
9145	901	blow	hüələsa, hüəməsa	hüələsa			80-b
9146	901	blow	hüələsa, hüəməsa	hüəməsa			80-b
9147	902	blow	púcy°	púcy°			80-b
9148	907	blow	pū-	pū-			80-b
9149	501	blow	pe̮lʹalni̮	pe̮lʹalni̮			80-c
9150	503	blow	pe̮lʹtni̮	pe̮lʹtni̮			80-c
9151	504	blow	pelʹti̮ni̮	pelʹti̮ni̮			80-c
9152	504	blow	te̮lani̮	te̮lani̮			80-d
9153	902	blow	posə°	posə°			80-e
9092	0	bone	*luwi̮	*luwi̮			8-a
9093	203	bone	luu	luu			8-a
9094	204	bone	luu	luu			8-a
9095	207	bone	lu	lu			8-a
9096	208	bone	lū	lū			8-a
9097	209	bone	лū	лū			8-a
9098	210	bone	luu	luu			8-a
9099	211	bone	luu	luu			8-a
9100	212	bone	lū	lū			8-a
9101	301	bone	lovaža	lovaža			8-a
9102	401	bone	lu	lu			8-a
9103	501	bone	li̮	li̮			8-a
9104	503	bone	li̮	li̮			8-a
9105	504	bone	li̮	li̮			8-a
9106	701	bone	luw	luw			8-a
9107	807	bone	lŏɣ- ~ lŏχ-	lŏɣ- ~ lŏχ-			8-a
9108	901	bone	latə̄	latə̄			8-a
9109	902	bone	li	li			8-a
9110	907	bone	lī̮	lī̮			8-a
9111	210	bone	kont	kont			8-b
9112	102	bone	dàktee	dàktee			8-c
9113	104	bone	dákkte	dákkte			8-c
9114	105	bone	dákti	dákti			8-c
9115	106	bone	tähti	tähti			8-c
9116	107	bone	täʹhtt	täʹhtt			8-c
9117	108	bone	tāxx’t	tāxx’t			8-c
9118	301	bone	pakaŕ	pakaŕ			8-d
9119	601	bone	csont	csont			8-e
9120	503	bone	koska	koska			8-f
9121	101	bone	måaroe	måaroe			8-g
5280	0	bore	*pura-	*pura-			249-a
5281	104	bore	burrit	burrit			249-a
5282	105	bore	bovret ~ bōret	bovret ~ bōret			249-a
5283	106	bore	poorađ	poorađ			249-a
5284	203	bore	porata	porata			249-a
5285	204	bore	porata ~ purata	porata ~ purata			249-a
5286	210	bore	puurida	puurida			249-a
5287	211	bore	puurma	puurma			249-a
5288	503	bore	pi̮re̮tni̮	pi̮re̮tni̮			249-a
5289	601	bore	fúr	fúr			249-a
5290	907	bore	purət-	purət-		Deriv. from "pur" 'drill (n.)'	249-a
5291	207	bore	läbutada	läbutada			249-b
5292	212	bore	lasskə	lasskə			249-c
5293	212	bore	drilʹlʹə ~ drillə	drilʹlʹə ~ drillə			249-d
5294	105	bore	bohkat	bohkat			249-e
5295	107	bore	pookkâd	pookkâd			249-e
5296	108	bore	pōgke	pōgke			249-e
5297	102	bore	naabèrdit	naabèrdit			249-f
5298	104	bore	naberdit	naberdit			249-f
5299	107	bore	nauʹrrjed	nauʹrrjed			249-f
5300	301	bore	pelʹems	pelʹems			249-g
5301	501	bore	bi̮ǯki̮ni̮	bi̮ǯki̮ni̮			249-h
5302	901	bore	śeðitəsi̮	śeðitəsi̮			249-i
5303	902	bore	syí	syí			249-i
5304	401	bore	šütem	šütem			249-j
5305	504	bore	porti̮ni̮	porti̮ni̮			249-k
5306	701	bore	pāsɣi	pāsɣi			249-l
5307	209	bore	uhe̮rtima	uhe̮rtima			249-m
5308	209	bore	buravoitte̮ma	buravoitte̮ma			249-n
5309	209	bore	pūrima	pūrima			249-o
5818	203	borrow	lainata	lainata			263-a
5819	204	borrow	ottoa laihinah	ottoa laihinah			263-a
5820	208	borrow	lainaᴅa	lainaᴅa			263-a
5821	209	borrow	лainama	лainama			263-a
5822	210	borrow	laenata, laenu võtta, laenu saada	laenata			263-a
5823	210	borrow	laenata, laenu võtta, laenu saada	laenu võtta			263-a
5824	210	borrow	laenata, laenu võtta, laenu saada	laenu saada			263-a
5825	211	borrow	lainama	lainama			263-a
5826	212	borrow	laìnə	laìnə			263-a
5827	204	borrow	otella	otella			263-b
5828	207	borrow	otta velgha	otta velgha			263-c
5829	212	borrow	täppìńtʹtʹə	täppìńtʹtʹə			263-d
5830	105	borrow	luoikkahit	luoikkahit			263-e
5831	106	borrow	luoi'hattiđ	luoi'hattiđ			263-e
5832	107	borrow	luõikkâd	luõikkâd			263-e
5833	301	borrow	sajems velʹatomga	sajems velʹatomga			263-f
5834	501	borrow	uǯdi̮ni̮	uǯdi̮ni̮			263-g
5835	503	borrow	oʒ́e̮savni̮, oʒ́e̮stni̮	oʒ́e̮savni̮			263-g
5836	503	borrow	oʒ́e̮savni̮, oʒ́e̮stni̮	oʒ́e̮stni̮			263-g
5837	601	borrow	kölcsönöz, kölcsönvesz	kölcsönöz			263-h
5838	601	borrow	kölcsönöz, kölcsönvesz	kölcsönvesz			263-h
5839	401	borrow	küsə̑lem, küsə̑n nalam	küsə̑lem			263-i
5840	401	borrow	küsə̑lem, küsə̑n nalam	küsə̑n nalam			263-i
5841	504	borrow	punemani̮	punemani̮			263-j
5842	907	borrow	səjmi-	səjmi-		Marginal?	263-k
5843	101	borrow	mïetedh	mïetedh			263-l
5844	101	borrow	löönedh	löönedh			263-m
5845	102	borrow	luunat	luunat			263-m
5846	104	borrow	lådnut	lådnut			263-m
5847	107	borrow	laiʹnn’jed	laiʹnn’jed			263-n
5848	108	borrow	lājjne	lājjne			263-n
5849	901	borrow	ətīˀtəsi̮	ətīˀtəsi̮			263-o
794	105	breast	raddi	raddi			12-a
795	106	breast	radde	radde			12-a
796	107	breast	râʹdd	râʹdd			12-a
797	108	breast	rann’t	rann’t			12-a
798	203	breast	rinta	rinta			12-a
799	204	breast	rinta	rinta			12-a
800	207	breast	rind	rind			12-a
801	208	breast	rinᴅa	rinᴅa			12-a
802	209	breast	rint	rint			12-a
803	210	breast	rind	rind			12-a
804	211	breast	rind ~ rõnd	rind ~ rõnd			12-a
805	212	breast	rīnda	rīnda			12-a
806	204	breast	rynnäs	rynnäs			12-b
807	102	breast	vuabˈda	vuabˈda			12-c
808	104	breast	vuabbda	vuabbda			12-c
809	301	breast	meštʹe	meštʹe			12-d
