ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
4429	203	light	sytyttää	sytyttää			223-a
4430	204	light	sytytteä	sytytteä			223-a
4431	207	light	sütutada	sütutada			223-a
4432	208	light	süᴅüttǟ	süᴅüttǟ			223-a
4433	209	light	süttemä	süttemä			223-a
4434	210	light	süüdata	süüdata			223-a
4435	204	light	viritteä	viritteä			223-b
4436	207	light	viritada	viritada			223-b
4437	208	light	virittǟ	virittǟ			223-b
4438	301	light	veŕgedʹems	veŕgedʹems			223-b
4439	212	light	aʾltə	aʾltə			223-c
4440	101	light	båaltajehtedh	båaltajehtedh			223-d
4441	102	light	bualahtit	bualahtit			223-d
4442	104	light	bulledit, bullet	bulledit			223-d
4443	104	light	bulledit, bullet	bullet			223-d
4444	105	light	bulˈlehit, buolˈlàhit	bulˈlehit			223-d
4445	105	light	bulˈlehit, buolˈlàhit	buolˈlàhit			223-d
4446	107	light	puâlˈlted	puâlˈlted			223-d
4447	108	light	puell’te	puell’te			223-d
4448	209	light	pe̮le̮ttama	pe̮le̮ttama		Commonly expressed phrasally with underiv. form , e.g. "pan̄ pe̮le̮ma" 'set burning'	223-d
4449	211	light	palama pandma	palama pandma			223-d
4450	101	light	tsïhkijehtedh	tsïhkijehtedh			223-e
4451	102	light	tsähkdit	tsähkdit			223-e
4452	104	light	tsehkedit	tsehkedit			223-e
4453	106	light	cokkiittiđ	cokkiittiđ			223-e
4454	301	light	kirvastʹems	kirvastʹems			223-f
4455	501	light	pesti̮ni̮	pesti̮ni̮		From "pes" 'wood, firewood'	223-g
4456	501	light	lomźe̮dni̮	lomźe̮dni̮			223-h
4457	501	light	biaśni̮	biaśni̮		From "bi" 'fire'	223-i
4458	601	light	gyújt, meggyújt	gyújt			223-j
4459	601	light	gyújt, meggyújt	meggyújt			223-j
4460	401	light	ə̑lə̑štem	ə̑lə̑štem			223-k
4461	401	light	pižə̑ktem	pižə̑ktem			223-l
4462	504	light	sutiśki̮ni̮	sutiśki̮ni̮			223-m
4463	504	light	arati̮ni̮	arati̮ni̮			223-n
4464	701	light	pēlamti	pēlamti			223-o
4465	701	light	kosamti	kosamti			223-p
4466	902	light	tyunye°	tyunye°			223-q
4467	907	light	ćātə-	ćātə-			223-r
4468	807	light	wǝtʹǝɣtǝ-	wǝtʹǝɣtǝ-			223-s
4469	503	light	e̮zti̮ni̮	e̮zti̮ni̮			223-t
4470	901	light	torəðusa	torəðusa			223-u
1910	0	live	*elä-	*elä-			151-a
1911	101	live	jieledh	jieledh			151-a
1912	105	live	eallit	eallit			151-a
1913	106	live	eelliđ	eelliđ			151-a
1914	107	live	jiẹʹlled	jiẹʹlled			151-a
1915	108	live	jēll’e	jēll’e			151-a
1916	203	live	elää	elää			151-a
1917	204	live	eleä	eleä			151-a
1918	207	live	elʹada	elʹada			151-a
1919	208	live	el̆lǟ	el̆lǟ			151-a
1920	209	live	elämä	elämä			151-a
1921	210	live	elada	elada			151-a
1922	211	live	elämä	elämä			151-a
1923	212	live	jeʾllə	jeʾllə			151-a
1924	401	live	ilem	ilem			151-a
1925	501	live	ovni̮	ovni̮			151-a
1926	503	live	ovni̮	ovni̮			151-a
1927	504	live	uli̮ni̮	uli̮ni̮			151-a
1928	601	live	él	él			151-a
1929	901	live	ńili̮dʹi	ńili̮dʹi			151-a
1930	902	live	yilye°	yilye°			151-a
1931	907	live	ilə-	ilə-			151-a
1932	101	live	veasodh	veasodh			151-b
1933	102	live	viessoot	viessoot			151-b
1934	104	live	viessot	viessot			151-b
1935	701	live	ōli	ōli		From PFU *woli̮- 'be, become'	151-e
1936	807	live	wăl-, wăs-	wăl-		From PFU *woli̮- 'be, become'	151-e
1937	807	live	wăl-, wăs-	wăs-		From PFU *woli̮- 'be, become'	151-e
1938	301	live	eŕams	eŕams		Does not correspond to PU *elä-	151-f
8665	0	liver	*maksa	*maksa			67-a
8666	101	liver	mueksie	mueksie			67-a
8667	102	liver	müeksee	müeksee			67-a
8668	203	liver	maksa	maksa			67-a
8669	204	liver	maksa	maksa			67-a
8670	207	liver	maks	maks			67-a
8671	208	liver	maksa	maksa			67-a
8672	209	liver	mahs	mahs			67-a
8673	210	liver	maks	maks			67-a
8674	211	liver	mass	mass			67-a
8675	212	liver	maksà	maksà			67-a
8676	301	liver	makso	makso			67-a
8677	401	liver	mokš	mokš			67-a
8678	501	liver	mus	mus			67-a
8679	503	liver	mus	mus		Stem “musk-”	67-a
8680	504	liver	mus	mus			67-a
8681	601	liver	máj	máj			67-a
8682	701	liver	mājt	mājt			67-a
8683	807	liver	muɣəl	muɣəl			67-a
8684	901	liver	mitə	mitə			67-a
8685	902	liver	mid°	mid°			67-a
8686	907	liver	mī̮tə	mī̮tə			67-a
8687	105	liver	vuoivvas	vuoivvas			67-b
8688	106	liver	vuoivas	vuoivas			67-b
8689	107	liver	vuõivâs	vuõivâs			67-b
8690	108	liver	vūjvas	vūjvas			67-b
8691	101	liver	librie	librie			67-c
8692	102	liver	ribˈree	ribˈree			67-c
8693	104	liver	ribbre	ribbre			67-c
8694	209	liver	petšoŋk	petšoŋk			67-d
9066	203	long	pitkä	pitkä			79-a
9067	204	long	pitkä	pitkä			79-a
9068	207	long	pitʹk	pitʹk			79-a
9069	208	long	pitki	pitki			79-a
9070	209	long	pittš	pittš			79-a
9071	210	long	pikk	pikk			79-a
9072	211	long	pikk	pikk			79-a
9073	212	long	pitkà	pitkà			79-a
9074	101	long	guhkies	guhkies			79-b
9075	102	long	gühkee	gühkee			79-b
9076	104	long	guhkke	guhkke			79-b
9077	105	long	guhkki	guhkki			79-b
9078	106	long	kukke	kukke			79-b
9079	107	long	kuʹǩǩ	kuʹǩǩ			79-b
9080	108	long	kuk’es’	kuk’es’			79-b
9081	301	long	kuvaka	kuvaka			79-b
9082	807	long	koχ	koχ			79-b
9083	401	long	kužu	kužu			79-c
9084	501	long	kuź	kuź			79-c
9085	503	long	kuź	kuź			79-c
9086	504	long	kuź	kuź			79-c
9087	601	long	hosszú	hosszú			79-c
9088	701	long	χosa	χosa			79-c
9089	902	long	yamp°	yamp°			79-d
9090	907	long	ćumpu	ćumpu			79-d
9091	901	long	kuntәguә	kuntәguә			79-f
4841	108	lose	kādxe	kādxe			235-a
4842	203	lose	kadottaa	kadottaa			235-a
4843	204	lose	kavottoa	kavottoa			235-a
4844	207	lose	kadotada	kadotada			235-a
4845	210	lose	kaotada	kaotada			235-a
4846	211	lose	kaotama	kaotama			235-a
4847	212	lose	kɔ̄ʾttə	kɔ̄ʾttə			235-a
4848	203	lose	hävittää	hävittää			235-b
4849	204	lose	hävitteä	hävitteä			235-b
4850	208	lose	hävittǟ	hävittǟ			235-b
4851	207	lose	hajetada	hajetada			235-c
4852	102	lose	laahpèhtit	laahpèhtit			235-d
4853	104	lose	láhppet	láhppet			235-d
4854	105	lose	láhppit	láhppit			235-d
4855	106	lose	läppiđ	läppiđ			235-d
4856	107	lose	läʹpped	läʹpped			235-d
4857	107	lose	rââʹppted ~ rõõppted	rââʹppted ~ rõõppted			235-e
4858	301	lose	jomavtoms	jomavtoms			235-f
4859	401	lose	jomδarem	jomδarem			235-f
4860	501	lose	vošti̮ni̮	vošti̮ni̮			235-g
4861	503	lose	e̮šti̮ni̮	e̮šti̮ni̮			235-g
4862	504	lose	i̮šti̮ni̮	i̮šti̮ni̮			235-g
4863	601	lose	elveszt, elveszít	elveszt			235-h
4864	601	lose	elveszt, elveszít	elveszít			235-h
4865	701	lose	χoltilāli	χoltilāli			235-i
4866	902	lose	yocy°	yocy°			235-j
4867	907	lose	ürupčə-	ürupčə-		Deriv. from "üru-" 'disappear'	235-k
4868	807	lose	joχat-	joχat-			235-l
4869	101	lose	dassedh	dassedh			235-m
4870	208	lose	huɢaᴅa	huɢaᴅa			235-n
4871	701	lose	ūsti	ūsti			235-o
4872	901	lose	dʹusa	dʹusa			235-q
5533	203	loud	kova, kovaääninen	kova			255-a
5534	203	loud	kova, kovaääninen	kovaääninen			255-a
5535	204	loud	kova	kova			255-a
5536	210	loud	kõva	kõva			255-a
5537	211	loud	kõva	kõva			255-a
5538	204	loud	jalo	jalo			255-b
5539	207	loud	komed	komed			255-c
5540	212	loud	dikktʹə ~ dikktʹi	dikktʹə ~ dikktʹi			255-d
5541	105	loud	allat	allat			255-e
5542	105	loud	rieddjái	rieddjái			255-f
5543	102	loud	lugˈŋa	lugˈŋa			255-g
5544	501	loud	gora	gora			255-h
5545	503	loud	gora	gora			255-h
5546	601	loud	hangos	hangos			255-i
5547	401	loud	tale	tale			255-j
5548	701	loud	turiŋ	turiŋ			255-k
5549	701	loud	sujən	sujən			255-l
5550	108	loud	innjes’	innjes’			255-m
5551	208	loud	kūluva	kūluva			255-n
5552	209	loud	valʹlʹu	valʹlʹu			255-o
5553	901	loud	ŋirminsəkə	ŋirminsəkə		Deriv. from "ŋirmi" 'noise'	255-p
1857	0	louse	*täji	*täji		PFU: *täji?	15-a
1858	101	louse	dihkie	dihkie			15-a
1859	102	louse	dihkee	dihkee			15-a
1860	104	louse	dihke	dihke			15-a
1861	105	louse	dihkki	dihkki			15-a
1862	106	louse	tikke	tikke			15-a
1863	107	louse	teʹǩǩ	teʹǩǩ			15-a
1864	108	louse	tɨhk’	tɨhk’			15-a
1865	203	louse	täi	täi			15-a
1866	204	louse	täi	täi			15-a
1867	207	louse	tʹäi	tʹäi			15-a
1868	208	louse	täi	täi			15-a
1869	209	louse	täi	täi			15-a
1870	210	louse	täi	täi			15-a
1871	211	louse	täi	täi			15-a
1872	212	louse	teì	teì			15-a
1873	401	louse	tij	tij			15-a
1874	501	louse	toj	toj			15-a
1875	503	louse	toj	toj			15-a
1876	504	louse	tej	tej			15-a
1877	601	louse	tetű	tetű			15-a
1878	701	louse	tākəm	tākəm			15-a
1879	807	louse	töɣtəm	töɣtəm			15-a
1880	301	louse	elʹi	elʹi		Meaning not ’louse’?	15-b
1881	902	louse	pəncyeq°	pəncyeq°			15-c
1882	907	louse	unču	unču			15-d
6979	101	lung	geahpoe	geahpoe			299-a
6980	104	lung	giehpes, gähppa	giehpes			299-a
6981	104	lung	giehpes, gähppa	gähppa			299-a
6982	105	lung	geahpis	geahpis			299-a
6983	106	lung	keepis	keepis			299-a
6984	107	lung	ǩeäpˈpnõõzz	ǩeäpˈpnõõzz			299-a
6985	108	lung	kiehp’ness	kiehp’ness			299-a
6986	203	lung	keuhkot	keuhkot			299-a
6987	204	lung	kouhko ~ kouhkoi	kouhko ~ kouhkoi			299-a
6988	208	lung	kouhkut	kouhkut			299-a
6989	0	lung	*täwiw	*täwiw			299-b
6990	207	lung	tävu	tävu			299-b
6991	211	lung	tävv ~ täü	tävv ~ täü			299-b
6992	212	lung	täʾu ~ täʾuv, täʾugəz	täʾu ~ täʾuv			299-b
6993	212	lung	täʾu ~ täʾuv, täʾugəz	täʾugəz			299-b
6994	301	lung	tʹevelʹav	tʹevelʹav			299-b
6995	501	lung	ti̮	ti̮			299-b
6996	504	lung	ti̮	ti̮			299-b
6997	601	lung	tüdő	tüdő			299-b
6998	901	lung	čəińdʹə	čəińdʹə		Deriv. from PU *tä/ewiw	299-b
6999	902	lung	tyiwak°	tyiwak°			299-b
7000	209	lung	kopse̮ᴅ	kopse̮ᴅ			299-c
7001	210	lung	kopsud	kopsud			299-c
7002	211	lung	kops	kops			299-c
7003	701	lung	χōpsi	χōpsi			299-d
7004	301	lung	melʹke	melʹke			299-e
7005	401	lung	šoδo	šoδo			299-f
7006	807	lung	tărɣǝt	tărɣǝt			299-g
7007	503	lung	lʹogko	lʹogko			299-h
5459	203	man	mies	mies			253-a
5460	204	man	mies	mies			253-a
5461	207	man	meź	meź			253-a
5462	208	man	mēz	mēz			253-a
5463	209	man	mēᴢ	mēᴢ			253-a
5464	210	man	mees	mees			253-a
5465	211	man	miis'	miis'			253-a
5466	212	man	mìez	mìez			253-a
5467	207	man	mužik	mužik			253-b
5468	101	man	alma ~ ålma	alma ~ ålma			253-c
5469	102	man	ålmài, ålˈmaah	ålmài			253-c
5470	102	man	ålmài, ålˈmaah	ålˈmaah			253-c
5471	104	man	ålmaj	ålmaj			253-c
5472	105	man	almmái	almmái			253-c
5473	106	man	a'lmai	a'lmai			253-c
5474	107	man	åålm(ai) ~ ååum(ai)	åålm ~ ååum			253-c
5475	108	man	oalmolma	oalmolma			253-c
5476	107	man	ååumaž ~ ooumaž	ååumaž ~ ooumaž			253-d
5477	301	man	alʹa	alʹa			253-e
5478	105	man	dievdu	dievdu			253-f
5479	301	man	ćora	ćora			253-g
5480	501	man	mort	mort			253-h
5481	504	man	piosmurt	piosmurt			253-h
5482	401	man	pörjeŋ	pörjeŋ			253-i
5483	601	man	férfi	férfi			253-j
5484	0	man	*koji̮	*koji̮			253-k
5485	701	man	χum	χum			253-k
5486	807	man	ku, kujǝkăsi̮	ku			253-k
5487	807	man	ku, kujǝkăsi̮	kujǝkăsi̮			253-k
5488	901	man	kuədʹumu	kuədʹumu		From PSd *kåəsåmå?	253-l
5489	902	man	xasawa	xasawa			253-l
5490	401	man	marij	marij			253-m
5491	504	man	vorgoron	vorgoron			253-n
5492	907	man	tipi	tipi			253-n
5493	601	man	ember	ember			253-o
5494	807	man	kăsi̮	kăsi̮			253-p
5495	501	man	muži̮k	muži̮k			253-q
5496	503	man	mužik	mužik			253-q
5497	901	man	ŋanaˀsa	ŋanaˀsa			253-s
1939	203	many	moni	moni		Latter infl./deriv.	152-a
1940	204	many	moni	moni			152-a
1941	208	many	moni	moni			152-a
1942	209	many	me̮ni	me̮ni			152-a
1943	212	many	mūnda	mūnda			152-a
1944	203	many	usea	usea			152-b
1945	204	many	usie	usie			152-b
1946	204	many	äijä	äijä			152-c
1947	207	many	äi, äjad	äi		Latter attr.	152-c
1948	207	many	äi, äjad	äjad		Latter attr.	152-c
1949	210	many	mitu	mitu			152-d
1950	210	many	paljud	paljud			152-e
1951	211	many	pall'o	pall'o			152-e
1952	104	many	edna	edna			152-f
1953	105	many	eatnat	eatnat			152-f
1954	108	many	jēnne	jēnne			152-f
1955	105	many	máŋga	máŋga			152-g
1956	106	many	maŋga	maŋga			152-g
1957	107	many	mäŋgg	mäŋgg			152-g
1958	102	many	mǜhtema	mǜhtema			152-h
1959	301	many	lamo	lamo			152-i
1960	401	many	šuko	šuko			152-j
1961	0	many	*enä	*enä			152-k
1962	501	many	una	una			152-k
1963	503	many	una	una			152-k
1964	401	many	jatə̑r	jatə̑r			152-l
1965	601	many	sok	sok			152-m
1966	701	many	sāw	sāw			152-m
1967	504	many	tros	tros			152-n
1968	807	many	är, ärki	är			152-o
1969	807	many	är, ärki	ärki			152-o
1970	901	many	ŋuŋkəgə	ŋuŋkəgə			152-p
1971	902	many	ŋoka	ŋoka			152-p
1972	907	many	koććə	koććə			152-q
1973	101	many	gellie	gellie			152-r
1974	104	many	suhtte	suhtte			152-s
2927	203	meat	liha	liha			18-a
2928	204	meat	liha	liha			18-a
2929	207	meat	liha	liha			18-a
2930	208	meat	liha	liha			18-a
2931	209	meat	liha	liha			18-a
2932	210	meat	liha	liha			18-a
2933	211	meat	liha	liha			18-a
2934	105	meat	oažži	oažži			18-b
2935	106	meat	oažži	oažži			18-b
2936	107	meat	vuäʹǯˈǯ ~ vueʹǯˈǯ	vuäʹǯˈǯ ~ vueʹǯˈǯ			18-b
2937	108	meat	vuennč	vuennč			18-b
2938	212	meat	vozà	vozà			18-b
2939	101	meat	bearkoe	bearkoe			18-c
2940	102	meat	beärˈgoo	beärˈgoo			18-c
2941	104	meat	bärrgo	bärrgo			18-c
2942	301	meat	sivelʹ	sivelʹ			18-d
2943	401	meat	šə̑l	šə̑l			18-d
2944	504	meat	silʹ	silʹ			18-d
2945	401	meat	jör	jör			18-e
2946	501	meat	jai	jai			18-f
2947	503	meat	jaj	jaj			18-f
2948	601	meat	hús	hús			18-g
2949	701	meat	ńowəlʹ	ńowəlʹ			18-h
2950	807	meat	ńoɣi̮	ńoɣi̮			18-i
2951	902	meat	ŋəmca	ŋəmca			18-j
2952	907	meat	uə̑ćə	uə̑ćə			18-k
2953	901	meat	śahi̮	śahi̮			18-l
5178	203	millet	hirssi	hirssi			245-a
5179	210	millet	hirss	hirss			245-a
5180	211	millet	hirss'	hirss'			245-a
5181	107	millet	prååss	prååss			245-b
5182	301	millet	suro	suro			245-c
5183	601	millet	köles	köles			245-d
5184	401	millet	tar	tar			245-e
5185	504	millet	tari	tari			245-e
5186	108	millet	šienn’	šienn’			245-f
5187	204	millet	prossa	prossa			245-g
5188	209	millet	prōs̄	prōs̄			245-h
5189	401	millet	pros	pros			245-i
5190	501	millet	brosa	brosa			245-j
5191	503	millet	prosa	prosa			245-j
7464	101	mind	mïele	mïele			312-a
7465	102	mind	miälla	miälla			312-a
7466	104	mind	miella	miella			312-a
7467	105	mind	miella	miella			312-a
7468	106	mind	miela	miela			312-a
7469	107	mind	miõll	miõll			312-a
7470	108	mind	mīll	mīll			312-a
7471	203	mind	mieli	mieli			312-a
7472	204	mind	mieli	mieli			312-a
7473	207	mind	melʹ	melʹ			312-a
7474	208	mind	mēli	mēli			312-a
7475	209	mind	melʹ	melʹ			312-a
7476	210	mind	meel	meel			312-a
7477	211	mind	miil'	miil'			312-a
7478	212	mind	mēlʹ	mēlʹ			312-a
7479	301	mind	melʹ	melʹ			312-a
7480	501	mind	mi̮l-ki̮d	mi̮l-ki̮d			312-a
7481	504	mind	mi̮l-ki̮d	mi̮l-ki̮d			312-a
7482	210	mind	vaim	vaim			312-b
7483	401	mind	uš	uš			312-c
7484	601	mind	értelem	értelem			312-d
7485	901	mind	dʹia	dʹia			312-e
7486	902	mind	yí	yí			312-e
7487	907	mind	teni ~ teńi	teni ~ teńi			312-f
7488	701	mind	nomt	nomt			312-g
7489	807	mind	nămǝs	nămǝs			312-g
7490	209	mind	toлkku	toлkku			312-h
7491	503	mind	veže̮r	veže̮r			312-i
7492	901	mind	korsa	korsa			312-j
7493	601	mind	ész	ész			312-k
7494	901	mind	ŋonda	ŋonda			312-l
7495	701	mind	sājt	sājt			312-m
4962	203	molar_tooth	poskihammas	poskihammas			239-a
4963	210	molar_tooth	põskhammas	põskhammas			239-a
4964	204	molar_tooth	perähammas	perähammas			239-b
4965	204	molar_tooth	šokkahammas	šokkahammas			239-c
4966	207	molar_tooth	juŕhambaz	juŕhambaz			239-d
4967	211	molar_tooth	purimanõ hammas	purimanõ hammas			239-e
4968	212	molar_tooth	puʾrməz	puʾrməz		Deriv. from *puri̮- 'bite'	239-e
4969	102	molar_tooth	màdt-bàdnee	màdt-bàdnee			239-f
4970	105	molar_tooth	máttabátni	máttabátni			239-f
4971	108	molar_tooth	moant-pannj	moant-pannj			239-f
4972	301	molar_tooth	kamakš	kamakš			239-g
4973	501	molar_tooth	jur-piń	jur-piń			239-h
4974	503	molar_tooth	jur piń	jur piń			239-h
4975	601	molar_tooth	zápfog	zápfog			239-i
4976	401	molar_tooth	oŋgə̑rpüj	oŋgə̑rpüj			239-j
4977	807	molar_tooth	ŏŋǝl-pö̭ŋk, ŏŋǝl-pǝtɜ-pö̭ŋk ~ ŏŋǝl-pǝtä-pö̭ŋk	ŏŋǝl-pö̭ŋk			239-j
4978	807	molar_tooth	ŏŋǝl-pö̭ŋk, ŏŋǝl-pǝtɜ-pö̭ŋk ~ ŏŋǝl-pǝtä-pö̭ŋk	ŏŋǝl-pǝtɜ-pö̭ŋk ~ ŏŋǝl-pǝtä-pö̭ŋk			239-j
4979	504	molar_tooth	waźer-piń	waźer-piń			239-k
4980	701	molar_tooth	tār-puŋk	tār-puŋk			239-l
4981	701	molar_tooth	ūləś-puŋk	ūləś-puŋk			239-m
4982	902	molar_tooth	təqwanəbcy°h	təqwanəbcy°h		Deriv. from "təqwanə-" 'chew'	239-n
4983	907	molar_tooth	poŋə-ćī̮pəl timə	poŋə-ćī̮pəl timə			239-o
4984	104	molar_tooth	muohto-bádne	muohto-bádne			239-p
1975	0	moon	*kuŋi̮	*kuŋi̮			153-a
1976	203	moon	kuu	kuu			153-a
1977	204	moon	kuu, kuutama	kuu		Latter deriv.	153-a
1978	204	moon	kuu, kuutama	kuutama		Latter deriv.	153-a
1979	207	moon	ku	ku			153-a
1980	208	moon	kū	kū			153-a
1981	209	moon	kū	kū			153-a
1982	210	moon	kuu	kuu			153-a
1983	211	moon	kuu	kuu			153-a
1984	212	moon	kū	kū			153-a
1985	301	moon	kov	kov			153-a
1986	601	moon	hold	hold			153-a
1987	901	moon	kičəðə̄	kičəðə̄		Deriv. from PU *kuŋi	153-a
1988	102	moon	mànnoo	mànnoo			153-b
1989	104	moon	mánno	mánno			153-b
1990	105	moon	mánnu	mánnu			153-b
1991	106	moon	máno, máánu	máno			153-b
1992	106	moon	máno, máánu	máánu			153-b
1993	107	moon	mään	mään			153-b
1994	108	moon	mānn	mānn			153-b
1995	401	moon	tə̑lze	tə̑lze			153-c
1996	501	moon	te̮li̮ś	te̮li̮ś			153-c
1997	503	moon	te̮liś	te̮liś			153-c
1998	504	moon	toleź	toleź			153-c
1999	701	moon	ētpos	ētpos			153-d
2000	807	moon	iki	iki			153-e
2001	902	moon	yiryiy° ~ yiri°	yiryiy° ~ yiri°			153-f
2002	907	moon	irä	irä			153-f
2003	101	moon	aske	aske			153-g
6123	203	morning	aamu	aamu			273-a
6124	204	morning	huomenes	huomenes			273-b
6125	207	morning	homendez	homendez			273-b
6126	208	morning	hōmuz	hōmuz			273-b
6127	209	morning	ōmnikko	ōmnikko			273-b
6128	210	morning	hommik	hommik			273-b
6129	211	morning	hummok ~ hummong	hummok ~ hummong			273-b
6130	212	morning	uòməg	uòməg			273-b
6131	105	morning	iđit	iđit			273-c
6132	106	morning	iiđeed	iiđeed			273-c
6133	107	morning	eeʹđääldõž	eeʹđääldõž			273-c
6134	101	morning	aerede	aerede			273-d
6135	102	morning	aarrada	aarrada			273-d
6136	104	morning	árrat	árrat			273-d
6137	107	morning	tueʹlääž	tueʹlääž			273-e
6138	301	morning	valske, valskemarto	valske			273-f
6139	301	morning	valske, valskemarto	valskemarto			273-f
6140	401	morning	er	er			273-g
6141	501	morning	asi̮v	asi̮v			273-h
6142	503	morning	asi̮v	asi̮v			273-h
6143	601	morning	reggel	reggel			273-i
6144	701	morning	χol	χol			273-j
6145	902	morning	xúb°ta	xúb°ta			273-k
6146	907	morning	qarə	qarə			273-l
6147	108	morning	īnckenč	īnckenč			273-m
6148	807	morning	ālǝŋ	ālǝŋ			273-n
6149	901	morning	küðiatu	küðiatu			273-o
4342	203	mosquito	hyttynen	hyttynen			220-a
4343	101	mosquito	tjoejhke	tjoejhke			220-b
4344	102	mosquito	tjuaihka	tjuaihka			220-b
4345	104	mosquito	tjuajjka	tjuajjka			220-b
4346	105	mosquito	čuoika	čuoika			220-b
4347	106	mosquito	čuos'ka	čuos'ka			220-b
4348	107	mosquito	čuõškk	čuõškk			220-b
4349	108	mosquito	čūššk	čūššk			220-b
4350	203	mosquito	sääski	sääski			220-b
4351	204	mosquito	seäksi	seäksi			220-b
4352	207	mosquito	säsk	säsk			220-b
4353	208	mosquito	sǟski	sǟski			220-b
4354	209	mosquito	säśḱ	säśḱ			220-b
4355	210	mosquito	sääsk	sääsk			220-b
4356	301	mosquito	śeśke	śeśke			220-b
4357	207	mosquito	t́iheińe ~ t́ihäińe	t́iheińe ~ t́ihäińe			220-c
4358	212	mosquito	knoùsəl ~ knoùsəlʹ	knoùsəl ~ knoùsəlʹ			220-d
4359	501	mosquito	nom	nom			220-e
4360	503	mosquito	nom	nom		Stem "nomj-"	220-e
4361	601	mosquito	szúnyog	szúnyog			220-f
4362	401	mosquito	šə̑ŋa	šə̑ŋa			220-g
4363	504	mosquito	ćibiń	ćibiń		Dialectal?	220-h
4364	701	mosquito	lʹōm-woj	lʹōm-woj			220-i
4365	901	mosquito	ńenəŋkə	ńenəŋkə			220-j
4366	902	mosquito	nyenyaŋk°	nyenyaŋk°			220-j
4367	907	mosquito	nenəŋqa	nenəŋqa			220-j
4368	807	mosquito	pilŋi	pilŋi			220-k
4369	807	mosquito	kö̭jŋi	kö̭jŋi			220-l
4370	211	mosquito	kiholanõ	kiholanõ			220-m
2004	203	mother	äiti	äiti			154-a
2005	0	mother	*emä	*emä			154-b
2006	204	mother	emä	emä			154-b
2007	208	mother	emä	emä			154-b
2008	209	mother	emä	emä			154-b
2009	210	mother	ema	ema			154-b
2010	211	mother	imä	imä			154-b
2011	212	mother	jemà	jemà			154-b
2012	901	mother	ńemi̮	ńemi̮			154-b
2013	902	mother	nyebya	nyebya			154-b
2014	907	mother	e̮mə	e̮mə			154-b
2015	207	mother	mam	mam			154-c
2016	208	mother	māma	māma			154-c
2017	209	mother	mām	mām			154-c
2018	101	mother	ietnie	ietnie			154-d
2019	102	mother	eädˈnee	eädˈnee			154-d
2020	104	mother	äddne	äddne			154-d
2021	105	mother	eadni	eadni			154-d
2022	106	mother	enni	enni			154-d
2023	107	mother	jeäʹnˈn ~ jieʹnˈn	jeäʹnˈn ~ jieʹnˈn			154-d
2024	108	mother	jēnn’	jēnn’			154-d
2025	101	mother	tjidtjie	tjidtjie			154-e
2026	102	mother	tjidtjee	tjidtjee			154-e
2027	104	mother	tjidtje	tjidtje			154-e
2028	301	mother	ava	ava			154-f
2029	504	mother	anai	anai			154-g
2030	601	mother	anya	anya			154-h
2031	701	mother	śiś	śiś			154-i
2032	701	mother	āŋkw	āŋkw			154-j
2033	807	mother	ǝŋki	ǝŋki			154-j
2034	807	mother	əs	əs			154-k
2035	501	mother	mam	mam			154-l
2036	503	mother	mam	mam			154-l
2037	504	mother	mumi̮	mumi̮			154-m
2038	401	mother	aβa	aβa			154-n
2039	0	mountain	*wärä	*wärä		Representation in Sd uncertain	155-a
2040	203	mountain	vuori	vuori			155-a
2041	204	mountain	vuori	vuori			155-a
2042	207	mountain	mägi	mägi			155-b
2043	208	mountain	mäki	mäki			155-b
2044	209	mountain	mätši	mätši			155-b
2045	210	mountain	mägi	mägi			155-b
2046	211	mountain	mägi	mägi			155-b
2047	212	mountain	mäʾg	mäʾg			155-b
2048	101	mountain	vaerie	vaerie			155-c
2049	102	mountain	vàrree	vàrree			155-c
2050	104	mountain	várre	várre			155-c
2051	105	mountain	várri	várri			155-c
2052	106	mountain	vääri	vääri			155-c
2053	107	mountain	vääʹrr	vääʹrr			155-c
2054	301	mountain	pando	pando			155-d
2055	401	mountain	kurə̑k	kurə̑k			155-e
2056	501	mountain	ćoj	ćoj			155-f
2057	503	mountain	kere̮s	kere̮s			155-g
2058	504	mountain	gureź	gureź			155-g
2059	601	mountain	hegy	hegy			155-h
2060	701	mountain	ur	ur			155-i
2061	701	mountain	ńōr	ńōr			155-j
2062	807	mountain	pelɜ ~ pelä	pelɜ ~ pelä			155-k
2063	907	mountain	qē̮	qē̮			155-l
2064	108	mountain	pāhk’	pāhk’			155-m
2065	807	mountain	jŏɣ	jŏɣ			155-n
2066	902	mountain	xoy°	xoy°			155-o
2067	101	mountain	bïerje	bïerje			155-p
2068	901	mountain	bəru	bəru			155-r
8102	203	mouth	suu	suu			5-a
8103	204	mouth	suu	suu			5-a
8104	207	mouth	su	su			5-a
8105	208	mouth	sū	sū			5-a
8106	209	mouth	sū	sū			5-a
8107	210	mouth	suu	suu			5-a
8108	211	mouth	suu	suu			5-a
8109	212	mouth	sū	sū			5-a
8110	601	mouth	száj	száj			5-a
8111	701	mouth	sūp	sūp			5-a
8112	101	mouth	njaelmie	njaelmie			5-b
8113	102	mouth	njàlˈbmee	njàlˈbmee			5-b
8114	104	mouth	njálbme	njálbme			5-b
8115	105	mouth	njálbmi	njálbmi			5-b
8116	106	mouth	njälmi	njälmi			5-b
8117	107	mouth	njäʹlmm	njäʹlmm			5-b
